song,artist,source,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,kmeans7_cluster
happier,Olivia Rodrigo,not_hot,2tGvwE8GcFKwNdAXMnlbfl,-2.0524628915282377,-1.1885680032290755,0.19582039014647365,-1.3595484850400745,0.8702373868237248,0.0959035982860264,2.0845942358221143,-0.15956408576297113,-0.6913520781192359,-0.767775448215152,1.5516710645935698,audio_features,2tGvwE8GcFKwNdAXMnlbfl,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,https://api.spotify.com/v1/tracks/2tGvwE8GcFKwNdAXMnlbfl,https://api.spotify.com/v1/audio-analysis/2tGvwE8GcFKwNdAXMnlbfl,175933,-3.1390288966490187,3
Pepas,Farruko,not_hot,5kB6WithhB8Iv08EMNmAbt,-0.27856156534494103,1.0293308235779943,0.19582039014647365,0.8463165461305262,0.8702373868237248,-0.7677237903637606,-0.9062207228524617,-0.1595443445248073,-0.677920657232928,-0.6033905802617358,-0.1391084994583382,audio_features,5kB6WithhB8Iv08EMNmAbt,spotify:track:5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/tracks/5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/audio-analysis/5kB6WithhB8Iv08EMNmAbt,172480,0.11849181375706473,0
Motley Crew,Post Malone,not_hot,2lNTHWu2I5Tcz9ukWsV5Jj,-0.9029748321614612,-0.23182733284171234,-0.08157757737979739,-0.7829787705784486,0.8702373868237248,-0.6632311280348825,1.6075710752775834,-0.1596888555492744,-0.5959182981375749,-0.430120043770297,-1.508434467894155,audio_features,2lNTHWu2I5Tcz9ukWsV5Jj,spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/tracks/2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/audio-analysis/2lNTHWu2I5Tcz9ukWsV5Jj,175238,0.11849181375706473,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",not_hot,1vYXt7VSjH9JIM5oRRo7vA,-0.09407582742187798,1.3088979025872882,1.5828102277778289,0.5798959898694664,-1.1491117425440602,-0.6632311280348825,-0.8990052464744772,-0.1596888555492744,1.041301216214476,1.1737431273427654,-0.4410974976145254,audio_features,1vYXt7VSjH9JIM5oRRo7vA,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579,0.11849181375706473,2
Astronaut In The Ocean,Masked Wolf,not_hot,0bILU0UiNDmA5Ff6whhb2R,-0.8107319631999306,0.2216925953289213,-1.1911694474848815,-0.06348131088862558,0.8702373868237248,-0.84720966170795,0.7256795179683663,-0.1596888555492744,-0.5209851079297523,0.36514729038271726,0.6038297969808318,audio_features,0bILU0UiNDmA5Ff6whhb2R,spotify:track:0bILU0UiNDmA5Ff6whhb2R,https://api.spotify.com/v1/tracks/0bILU0UiNDmA5Ff6whhb2R,https://api.spotify.com/v1/audio-analysis/0bILU0UiNDmA5Ff6whhb2R,178723,0.11849181375706473,0
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",not_hot,02VBYrHfVwfEWXk5DXyf0T,-0.6972022783241995,-0.11378789948223235,-0.08157757737979739,-0.6485538090607105,0.8702373868237248,-0.80255467780672,-0.2524183910473105,-0.1596888555492744,-0.629143391908968,0.9249444082781351,0.8463417555943191,audio_features,02VBYrHfVwfEWXk5DXyf0T,spotify:track:02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096,0.11849181375706473,0
Don't Go Yet,Camila Cabello,not_hot,6pD0ufEQq0xdHSsRbg9LBK,-0.8178275685046638,0.5571730901400743,0.19582039014647365,0.9256758607614806,-1.1491117425440602,-0.6685897261030301,-0.06802288360992874,-0.1596888555492744,0.6242202518501797,0.22741942804336876,-1.352988500005666,audio_features,6pD0ufEQq0xdHSsRbg9LBK,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,https://api.spotify.com/v1/tracks/6pD0ufEQq0xdHSsRbg9LBK,https://api.spotify.com/v1/audio-analysis/6pD0ufEQq0xdHSsRbg9LBK,194563,0.11849181375706473,2
favorite crime,Olivia Rodrigo,not_hot,3Qu3Zh4WTKhP9GEXo0aDnb,-1.0945561753892574,0.27139340937501816,0.19582039014647365,0.08187580111398925,0.8702373868237248,-0.8436372629958514,1.0463673569899,-0.15960847129191458,-0.30891004130383887,-0.012493622483239089,0.5742436088417773,audio_features,3Qu3Zh4WTKhP9GEXo0aDnb,spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb,https://api.spotify.com/v1/tracks/3Qu3Zh4WTKhP9GEXo0aDnb,https://api.spotify.com/v1/audio-analysis/3Qu3Zh4WTKhP9GEXo0aDnb,215572,0.11849181375706473,0
Pareja Del Año,"Sebastian Yatra, Myke Towers",not_hot,07bsRv0pcpbG4zJeLsUs1p,0.6580583348798398,-0.6729220575008211,-0.9137714799586105,0.057177238907416834,0.8702373868237248,-0.5158696811608238,0.22861336748498956,-0.1596888555492744,-0.5421926145923436,-0.5411909004955782,-0.5421441470368119,audio_features,07bsRv0pcpbG4zJeLsUs1p,spotify:track:07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/tracks/07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/audio-analysis/07bsRv0pcpbG4zJeLsUs1p,194849,0.11849181375706473,0
Watermelon Sugar,Harry Styles,not_hot,6UelLqGlWMcVH1E5c4H7lY,-0.96683527990406,1.1287324516701873,-1.4685674150111525,0.8718248972619046,0.8702373868237248,-0.6766276232052515,-0.49293427031346054,-0.1596888555492744,1.0837162295396585,0.2052052566983125,-0.9375632130005401,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,0.11849181375706473,0
